Row ID,Variable Code,Variable,Consumption Category,Value,Variable Unit,Date,Reported Year,Prior Year
19000_2018_SAPCE1-24_annual,SAPCE1-24,Total personal consumption expenditures: Less: Receipts from sales of goods and services by nonprofit institutions,Less: Receipts from sales of goods and services by nonprofit institutions,9217.9,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-24_annual,SAPCE1-24,Total personal consumption expenditures: Less: Receipts from sales of goods and services by nonprofit institutions,Less: Receipts from sales of goods and services by nonprofit institutions,9459.9,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-24_annual,SAPCE1-24,Total personal consumption expenditures: Less: Receipts from sales of goods and services by nonprofit institutions,Less: Receipts from sales of goods and services by nonprofit institutions,8859.3,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-24_annual,SAPCE1-24,Total personal consumption expenditures: Less: Receipts from sales of goods and services by nonprofit institutions,Less: Receipts from sales of goods and services by nonprofit institutions,9722.6,Millions of current dollars,12/31/2021,2021,2020
19000_2022_SAPCE1-24_annual,SAPCE1-24,Total personal consumption expenditures: Less: Receipts from sales of goods and services by nonprofit institutions,Less: Receipts from sales of goods and services by nonprofit institutions,10081.4,Millions of current dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,18592,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,19451,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,20479,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,21604,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,22313,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,22833,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,23980,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,25369,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,26625,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,27856,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,28819,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,29761,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,29602,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,30456,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,31734,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,32499,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,33094,Dollars,12/31/2013,2013,2012
19000_1998_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,21853.7,Millions of current dollars,12/31/1998,1998,1997
19000_2014_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,34155,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,34610,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,35631,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,36790,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,37817,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,38615,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,37898,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,42247,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-1_annual,SAPCE2-1,Per capita personal consumption expenditures (PCE) by state,All,45455,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,7296,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,7528,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,8024,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,8410,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,8501,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,8600,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,9009,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,9642,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,10070,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,10571,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,10936,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,11148,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,10724,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,11153,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,11830,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,12099,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,12254,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,12477,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,12384,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,12576,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,12992,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,13423,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,13433,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,13881,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,15980,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-2_annual,SAPCE2-2,Per capita personal consumption expenditures: Goods,Goods,17166,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,2566,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,2773,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,2961,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,2992,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3060,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3142,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3227,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3382,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3416,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3445,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3504,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3342,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3312,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3449,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3550,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3700,Dollars,12/31/2012,2012,2011
19000_2014_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,3970,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,4146,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,4309,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,4487,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,4612,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,4595,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,4933,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,5895,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-3_annual,SAPCE2-3,Per capita personal consumption expenditures: Durable goods,Durable goods,6065,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1168,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1271,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1368,Dollars,12/31/1999,1999,1998
19000_2001_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1432,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1442,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1415,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1444,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1393,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1314,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1367,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1245,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1274,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1397,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1438,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1526,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1611,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1713,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1865,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,1945,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,2046,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,2132,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,2123,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,2224,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,2767,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-4_annual,SAPCE2-4,Per capita personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,2813,Dollars,12/31/2022,2022,2021
19000_2007_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,86433.4,Millions of current dollars,12/31/2007,2007,2006
19000_1997_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,531,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,562,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,605,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,639,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,641,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,674,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,704,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,749,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,769,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,786,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,779,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,755,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,717,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,707,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,729,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,751,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,767,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,782,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,810,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,851,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,877,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,898,Dollars,12/31/2018,2018,2017
19000_2008_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,89779.9,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,89779.6,Millions of current dollars,12/31/2009,2009,2008
19000_1999_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,23412.3,Millions of current dollars,12/31/1999,1999,1998
19000_2019_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,897,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,980,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,1145,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-5_annual,SAPCE2-5,Per capita personal consumption expenditures: Furnishings and durable household equipment,Furnishings and durable household equipment,1203,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,571,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,625,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,653,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,654,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,651,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,680,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,742,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,802,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,855,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,916,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,916,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,896,Dollars,12/31/2008,2008,2007
19000_2009_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,874,Dollars,12/31/2009,2009,2008
19000_2010_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,881,Dollars,12/31/2010,2010,2009
19000_2011_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,912,Dollars,12/31/2011,2011,2010
19000_2012_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,935,Dollars,12/31/2012,2012,2011
19000_2013_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,972,Dollars,12/31/2013,2013,2012
19000_2014_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,993,Dollars,12/31/2014,2014,2013
19000_2015_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,1000,Dollars,12/31/2015,2015,2014
19000_2016_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,1045,Dollars,12/31/2016,2016,2015
19000_2017_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,1103,Dollars,12/31/2017,2017,2016
19000_2018_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,1121,Dollars,12/31/2018,2018,2017
19000_2019_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,1116,Dollars,12/31/2019,2019,2018
19000_2020_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,1286,Dollars,12/31/2020,2020,2019
19000_2021_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,1445,Dollars,12/31/2021,2021,2020
19000_2022_SAPCE2-6_annual,SAPCE2-6,Per capita personal consumption expenditures: Recreational goods and vehicles,Recreational goods and vehicles,1505,Dollars,12/31/2022,2022,2021
19000_1997_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,297,Dollars,12/31/1997,1997,1996
19000_1998_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,315,Dollars,12/31/1998,1998,1997
19000_1999_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,334,Dollars,12/31/1999,1999,1998
19000_2000_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,349,Dollars,12/31/2000,2000,1999
19000_2001_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,335,Dollars,12/31/2001,2001,2000
19000_2002_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,345,Dollars,12/31/2002,2002,2001
19000_2003_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,365,Dollars,12/31/2003,2003,2002
19000_2004_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,386,Dollars,12/31/2004,2004,2003
19000_2005_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,399,Dollars,12/31/2005,2005,2004
19000_2006_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,429,Dollars,12/31/2006,2006,2005
19000_2007_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,442,Dollars,12/31/2007,2007,2006
19000_2008_SAPCE2-7_annual,SAPCE2-7,Per capita personal consumption expenditures: Other durable goods,Other durable goods,445,Dollars,12/31/2008,2008,2007
